business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Mahalaxmi Jewellers || Best Jewellery Showroom In Araria | Best Hallmark Jewellery In Araria,Gold and Diamond Jewellery Showroom,Jewelry store,Jewelry store,824217,Bihar Circle,Patna HQ Region,AurangabadBihar Division,"Bankey Bajar SO, Anjan BO, Azamgarh BO",+91 95729 56060,N/A,4.8,,"ADB Chowk, PHED Colony, Araria, Bihar 854311",PHED Colony,26.1332819,87.4626224,ChIJ6ciLCUuJ7zkRgBmoDRPiCoY,https://www.google.com/maps/place/?q=place_id:ChIJ6ciLCUuJ7zkRgBmoDRPiCoY,part_384,2026-09-20 20:23:33
